Date,Source,Brand,Product Name,RRP,Selling Price
1/9/2019,Fortress,HUAWEI,HUAWEI P30 LITE (128GB),2388,2388
1/9/2019,Fortress,HUAWEI,HUAWEI P30 PRO (512GB),6988,6398
1/9/2019,Fortress,HUAWEI,HUAWEI P30 PRO (256GB),5988,5498
1/9/2019,Fortress,HUAWEI,HUAWEI P30 (128GB),4288,4088
1/9/2019,Fortress,LOVE LEADER,LOVE LEADER P9,468,468
1/9/2019,Fortress,RAZER,RAZER PHONE 2,6799,3799
1/9/2019,Fortress,MI,MI 6 (32GB),899,899
1/9/2019,Fortress,MI,MI 6 (64GB),999,999
1/9/2019,Fortress,REDMI,REDMI 7 (64GB),1299,1249
1/9/2019,Fortress,ASUS,ASUS ROG PHONE II (512GB),6998,6998
1/9/2019,Fortress,ASUS,ASUS ROG PHONE (128GB),7398,5398
1/9/2019,Fortress,ASUS,ASUS ROG PHONE (512GB),9198,6250
1/9/2019,Fortress,SUGAR,SUGAR S11,2598,1559
1/9/2019,Fortress,SUGAR,SUGAR S9,2980,1608
1/9/2019,Fortress,BLACK SHARK,BLACK SHARK SKR-H0 (64GB),3298,1740
1/9/2019,Fortress,VIVO,VIVO V11,2698,2298
1/9/2019,Fortress,VIVO,VIVO V15PRO,3498,3098
1/9/2019,Fortress,HONOR,HONOR VIEW 20 (128GB),4099,3499
1/9/2019,Fortress,HONOR,HONOR VIEW 20 (256GB),4899,4199
1/9/2019,Fortress,LOVE LEADER,LOVE LEADER W620,648,648
1/9/2019,Fortress,VIVO,VIVO X21,4498,2099
1/9/2019,Fortress,SONY,SONY XA2 PLUS (64GB),3698,1998
1/9/2019,Fortress,SONY,SONY XA2 ULTRA (64GB),3498,1998
1/9/2019,Fortress,SONY,SONY XPERIA 1 (128GB),6999,5999
1/9/2019,Fortress,SONY,SONY XPERIA 10 PLUS (64GB),2999,2599
1/9/2019,Fortress,SONY,SONY XPERIA 10 (64GB),2499,2199
1/9/2019,Fortress,SONY,SONY XPERIA L3 (32GB),1599,1599
1/9/2019,Fortress,SONY,SONY XPERIA XZ2 (64GB),5198,3398
1/9/2019,Fortress,SONY,SONY XZ3 (64GB),6598,4298
1/9/2019,Fortress,SUGAR,SUGAR Y15,1598,959
1/9/2019,Fortress,VIVO,VIVO Y17,1998,1698
1/9/2019,Fortress,HUAWEI,HUAWEI Y6 PRIME (32GB),1358,1358
1/9/2019,Fortress,HUAWEI,HUAWEI Y6 PRO (16GB),1028,540
1/9/2019,Fortress,HUAWEI,HUAWEI Y7 PRIME (32GB),1458,1458
1/9/2019,Fortress,HUAWEI,HUAWEI Y7 PRO (32GB),1558,1388
1/9/2019,Fortress,VIVO,VIVO Y81,1498,1198
1/9/2019,Fortress,VIVO,VIVO Y85,1798,945
1/9/2019,Fortress,HUAWEI,HUAWEI Y9 (64GB),1688,1688
1/9/2019,Fortress,HUAWEI,HUAWEI Y9 PRIME (128GB),1888,1888
1/9/2019,Fortress,VIVO,VIVO Y91C,1098,1049
1/9/2019,Fortress,VIVO,VIVO Y95,1798,1798
1/9/2019,Fortress,LENOVO,LENOVO Z6 PRO,3999,3999
1/9/2019,Fortress,ASUS,ASUS ZENFONE 6 (6GB),4998,4998
1/9/2019,Fortress,ASUS,ASUS ZENFONE 6 (8GB),5798,5798
1/9/2019,Fortress,ASUS,ASUS ZENFONE MAX M2 (64GB),1999,1999
1/9/2019,Fortress,ASUS,ASUS ZENFONE MAX PRO M1 (64GB),2198,1519
1/9/2019,Fortress,ASUS,ASUS ZENFONE MAX PRO M2 (128GB),2498,2498
2/9/2019,Fortress,NOKIA,NOKIA 106 DS,199,199
2/9/2019,Fortress,BLACK SHARK,BLACK SHARK 2 (128GB),4398,3660
2/9/2019,Fortress,BLACK SHARK,BLACK SHARK 2 (256GB),5298,4898
2/9/2019,Fortress,NOKIA,NOKIA 3.1 PLUS,1688,1388
2/9/2019,Fortress,NOKIA,NOKIA 3310,568,568
2/9/2019,Fortress,NOKIA,NOKIA 4.2 (32GB),1288,1188
2/9/2019,Fortress,NOKIA,NOKIA 5.1 PLUS (32GB),1588,1188
2/9/2019,Fortress,NOKIA,NOKIA 8.1 (128GB),3288,2698
2/9/2019,Fortress,NOKIA,NOKIA 8.1 (64GB),2798,2498
2/9/2019,Fortress,NOKIA,NOKIA 8110 4G,698,698
2/9/2019,Fortress,MI,MI 9T PRO (256GB),3599,3599
2/9/2019,Fortress,MI,MI 9T (128GB),2499,2499
2/9/2019,Fortress,MI,MI A3 (128GB),1799,1799
2/9/2019,Fortress,SUGAR,SUGAR C11,1898,1139
2/9/2019,Fortress,SUGAR,SUGAR C11S,1498,899
2/9/2019,Fortress,SUGAR,SUGAR F9 (64GB),2098,1259
2/9/2019,Fortress,LG,LG G7 FIT (64GB),2998,1999
2/9/2019,Fortress,SAMSUNG,SAMSUNG A20 (32GB),1498,1398
2/9/2019,Fortress,SAMSUNG,SAMSUNG A40S (64GB),2198,2198
2/9/2019,Fortress,SAMSUNG,SAMSUNG A60 (128GB),2498,2298
2/9/2019,Fortress,SAMSUNG,SAMSUNG A7,2598,2498
2/9/2019,Fortress,SAMSUNG,SAMSUNG A70 (6GB),3098,2798
2/9/2019,Fortress,SAMSUNG,SAMSUNG A70 (8GB),3498,3298
2/9/2019,Fortress,SAMSUNG,SAMSUNG A8 STAR,3698,2498
2/9/2019,Fortress,SAMSUNG,SAMSUNG A80 (128GB),4798,4298
2/9/2019,Fortress,SAMSUNG,SAMSUNG A8S (128GB),3298,2898
2/9/2019,Fortress,SAMSUNG,SAMSUNG A9 (128GB),3598,2888
2/9/2019,Fortress,SAMSUNG,SAMSUNG NOTE 10+ (256GB),7998,7998
2/9/2019,Fortress,SAMSUNG,SAMSUNG NOTE 10+ (512GB),8998,8998
2/9/2019,Fortress,SAMSUNG,SAMSUNG NOTE 10 (256GB),6998,6998
2/9/2019,Fortress,SAMSUNG,SAMSUNG NOTE 9 (128GB),7698,5998
2/9/2019,Fortress,SAMSUNG,SAMSUNG NOTE 9 (512GB),9798,7398
2/9/2019,Fortress,SAMSUNG,SAMSUNG S10+ (1TB),11998,11998
2/9/2019,Fortress,SAMSUNG,SAMSUNG S10+ (512GB),8998,7698
2/9/2019,Fortress,SAMSUNG,SAMSUNG S10+ (128GB),6998,6098
2/9/2019,Fortress,SAMSUNG,SAMSUNG S10 (128GB),5998,5298
2/9/2019,Fortress,SAMSUNG,SAMSUNG S10 (512GB),7998,6698
2/9/2019,Fortress,SAMSUNG,SAMSUNG S10E (128GB),5298,4698
2/9/2019,Fortress,LOVE LEADER,LOVE LEADER HK602,498,498
2/9/2019,Fortress,APPLE,APPLE IPHONE 7 PLUS (32GB),3799,3799
2/9/2019,Fortress,APPLE,APPLE IPHONE XR (64GB),5199,5199
2/9/2019,Fortress,APPLE,APPLE IPHONE XR (128GB),5699,5699
2/9/2019,Fortress,APPLE,APPLE IPHONE XR (256GB),6499,6499
2/9/2019,Fortress,APPLE,APPLE IPHONE XS MAX (64GB),8599,8599
2/9/2019,Fortress,APPLE,APPLE IPHONE XS MAX (256GB),9899,9899
2/9/2019,Fortress,APPLE,APPLE IPHONE XS MAX (512GB),11599,11599
2/9/2019,Fortress,APPLE,APPLE IPHONE XS (64GB),7799,7799
